Player,Position,Games Played,Solo Tackles,Asst Tackles,Total Tackles,Tackles Per Game,Total Sacks,Sacks Per Game,Forced Fumbles,Fumbles Recovered,Passes Defended,Int,Int Ret Yds,Yds Per Int,Int Ret TDs
Adarius Taylor,LLB,14,22,9,31,2.21,1.0,0.07,1.0,1.0,1.0,0.0,0.0,0.0,0
Adarius Taylor,MLB,15,41,19,60,4.0,1.0,0.07,1.0,0.0,5.0,1.0,7.0,7.0,0
Adetokunbo Ogundeji,OLB,16,19,23,42,2.62,2.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0
Adetokunbo Ogundeji,ROLB,16,18,15,33,2.06,1.0,0.06,0.0,1.0,1.0,0.0,0.0,0.0,0
Adolphus Washington,RDT,15,22,11,33,2.2,1.0,0.07,0.0,0.0,2.0,0.0,0.0,0.0,0
Adoree' Jackson,CB,10,40,11,51,5.1,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0
Adoree' Jackson,LCB,16,61,9,70,4.38,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0
Adoree' Jackson,RCB,40,153,27,180,4.5,0.0,0.0,0.0,2.0,24.0,3.0,17.0,5.67,0
Adrian Amos,FS,31,116,22,138,4.45,1.0,0.03,1.0,2.0,13.0,2.0,27.0,13.5,0
Adrian Amos,S,17,73,29,102,6.0,1.0,0.06,0.0,1.0,5.0,1.0,26.0,26.0,0
Adrian Amos,SS,78,327,69,396,5.08,4.0,0.05,2.0,1.0,30.0,7.0,149.0,21.29,1
Adrian Clayborn,DE,16,17,4,21,1.31,9.5,0.59,2.0,2.0,0.0,0.0,0.0,0.0,0
Adrian Clayborn,LDE,13,19,3,22,1.69,4.5,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0
Adrian Clayborn,RDE,16,43,21,64,4.0,5.5,0.34,2.0,0.0,1.0,0.0,0.0,0.0,0
Adrian Colbert,DB,14,34,3,37,2.64,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0
Adrian Colbert,FS,6,16,6,22,3.67,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
Adrian Phillips,DB,55,175,84,259,4.71,0.0,0.0,2.0,0.0,17.0,3.0,13.0,4.33,0
Adrian Phillips,SS,47,157,82,239,5.09,1.0,0.02,1.0,0.0,16.0,7.0,66.0,9.43,1
Ahkello Witherspoon,CB,4,17,3,20,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0
Ahkello Witherspoon,DB,11,17,3,20,1.82,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0
Ahkello Witherspoon,LCB,12,28,4,32,2.67,0.0,0.0,1.0,0.0,7.0,2.0,42.0,21.0,0
Ahkello Witherspoon,RCB,24,54,11,65,2.71,0.0,0.0,0.0,1.0,13.0,1.0,25.0,25.0,1
Ahmad Brooks,LOLB,59,146,39,185,3.14,27.0,0.46,4.0,3.0,15.0,1.0,22.0,22.0,0
Ahtyba Rubin,LDE,14,25,27,52,3.71,2.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0
Ahtyba Rubin,LDT,32,45,30,75,2.34,3.0,0.09,3.0,0.0,2.0,1.0,2.0,2.0,0
Aidan Hutchinson,DL,17,34,18,52,3.06,9.5,0.56,0.0,2.0,3.0,3.0,25.0,8.33,0
Akayleb Evans,CB,10,19,4,23,2.3,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0
Akeem Ayers,LB,11,17,6,23,2.09,4.0,0.36,0.0,0.0,1.0,1.0,0.0,0.0,0
Akeem Ayers,LLB,16,37,12,49,3.06,1.0,0.06,1.0,0.0,5.0,1.0,5.0,5.0,0
Akeem Ayers,RLB,16,35,12,47,2.94,0.5,0.03,1.0,3.0,5.0,0.0,0.0,0.0,0
Akeem Davis-Gaither,LB,41,71,34,105,2.56,0.5,0.01,1.0,1.0,7.0,1.0,0.0,0.0,0
Akeem Dent,MLB,15,26,25,51,3.4,1.5,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0
Akeem Dent,RILB,15,25,13,38,2.53,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0
Akeem Jordan,LILB,16,54,13,67,4.19,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
Akeem King,DB,16,16,5,21,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Akeem Spence,RDT,64,88,59,147,2.3,9.0,0.14,1.0,4.0,0.0,0.0,0.0,0.0,0
Akiem Hicks,DE,9,19,6,25,2.78,3.5,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0
Akiem Hicks,DE/DT,15,30,19,49,3.27,3.5,0.23,0.0,1.0,1.0,0.0,0.0,0.0,0
Akiem Hicks,LDE,79,172,88,260,3.29,29.5,0.37,5.0,3.0,7.0,0.0,0.0,0.0,0
Al Woods,DT,14,27,12,39,2.79,2.0,0.14,0.0,0.0,1.0,0.0,0.0,0.0,0
Al Woods,LDT,14,16,16,32,2.29,1.0,0.07,0.0,2.0,0.0,0.0,0.0,0.0,0
Al Woods,NT,16,20,24,44,2.75,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0
Al Woods,RDE,16,26,24,50,3.12,1.5,0.09,0.0,0.0,3.0,0.0,0.0,0.0,0
Al-Quadin Muhammad,DE,47,56,23,79,1.68,5.0,0.11,2.0,1.0,1.0,0.0,0.0,0.0,0
Al-Quadin Muhammad,RDE,17,32,16,48,2.82,6.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0
Alan Ball,RCB,22,59,10,69,3.14,0.0,0.0,0.0,0.0,17.0,3.0,8.0,2.67,0
Alan Branch,LDE,16,21,18,39,2.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Alan Branch,LDT,32,48,36,84,2.62,2.5,0.08,2.0,0.0,5.0,0.0,0.0,0.0,0
Albert McClellan,ROLB,16,34,21,55,3.44,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0
Aldon Smith,LLB,9,21,7,28,3.11,3.5,0.39,0.0,0.0,3.0,0.0,0.0,0.0,0
Aldon Smith,RDE,16,31,17,48,3.0,5.0,0.31,0.0,2.0,2.0,0.0,0.0,0.0,0
Aldon Smith,ROLB,11,29,5,34,3.09,8.5,0.77,1.0,0.0,0.0,0.0,0.0,0.0,0
Alec Ogletree,LB,4,27,15,42,10.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0
Alec Ogletree,LILB,29,103,64,167,5.76,1.0,0.03,1.0,0.0,10.0,1.0,0.0,0.0,0
Alec Ogletree,LLB,32,179,51,230,7.19,1.5,0.05,10.0,0.0,22.0,3.0,142.0,47.33,1
Alec Ogletree,MLB,16,98,38,136,8.5,0.0,0.0,1.0,1.0,11.0,2.0,15.0,7.5,0
Alec Ogletree,RILB,28,121,67,188,6.71,3.0,0.11,1.0,1.0,18.0,6.0,102.0,17.0,3
Alex Anzalone,LB,17,77,48,125,7.35,1.5,0.09,1.0,1.0,6.0,1.0,4.0,4.0,0
Alex Anzalone,LILB,14,49,29,78,5.57,1.0,0.07,0.0,0.0,7.0,1.0,0.0,0.0,0
Alex Anzalone,MLB,32,67,33,100,3.12,2.0,0.06,3.0,0.0,2.0,1.0,2.0,2.0,0
Alex Highsmith,LB,17,38,25,63,3.71,14.5,0.85,5.0,0.0,1.0,0.0,0.0,0.0,0
Alex Highsmith,ROLB,32,76,46,122,3.81,8.0,0.25,1.0,0.0,1.0,1.0,2.0,2.0,0
Alex Okafor,LOLB,13,28,2,30,2.31,8.0,0.62,0.0,0.0,3.0,1.0,26.0,26.0,0
Alex Okafor,RDE,26,52,27,79,3.04,8.5,0.33,2.0,1.0,5.0,0.0,0.0,0.0,0
Alex Okafor,ROLB,13,25,6,31,2.38,2.0,0.15,0.0,1.0,1.0,0.0,0.0,0.0,0
Alex Singleton,LB,17,101,62,163,9.59,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0
Alex Singleton,LLB,16,75,45,120,7.5,2.0,0.12,0.0,2.0,1.0,1.0,30.0,30.0,1
Alex Singleton,RLB,16,81,56,137,8.56,0.0,0.0,1.0,1.0,4.0,1.0,29.0,29.0,1
Alexander Johnson,LILB,37,143,106,249,6.73,4.5,0.12,4.0,2.0,8.0,1.0,0.0,0.0,0
Alfonzo Dennard,RCB,13,34,6,40,3.08,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0
Alim McNeill,DL,17,17,24,41,2.41,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0
Allen Bailey,DE,15,25,5,30,2.0,1.0,0.07,0.0,0.0,2.0,0.0,0.0,0.0,0
Allen Bailey,LDE,16,27,11,38,2.38,6.0,0.38,2.0,4.0,0.0,0.0,0.0,0.0,0
Allen Bailey,RDE,40,74,43,117,2.92,11.5,0.29,2.0,1.0,2.0,0.0,0.0,0.0,0
Alohi Gilman,S,28,63,37,100,3.57,0.0,0.0,1.0,2.0,4.0,2.0,18.0,9.0,0
Alontae Taylor,CB,13,39,7,46,3.54,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0
Alterraun Verner,DB,16,45,11,56,3.5,0.5,0.03,1.0,0.0,4.0,1.0,44.0,44.0,0
Alterraun Verner,LCB,14,58,18,76,5.43,0.0,0.0,2.0,0.0,9.0,2.0,26.0,13.0,0
Alterraun Verner,RCB,16,49,8,57,3.56,0.0,0.0,0.0,2.0,22.0,5.0,68.0,13.6,1
Amani Hooker,DB,41,89,28,117,2.85,0.0,0.0,1.0,1.0,11.0,5.0,11.0,2.2,0
Amani Hooker,FS,12,38,24,62,5.17,0.0,0.0,1.0,0.0,4.0,1.0,21.0,21.0,0
Amani Oruwariye,CB,14,36,8,44,3.14,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0
Amani Oruwariye,DB,9,18,1,19,2.11,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0
Amani Oruwariye,RCB,30,89,21,110,3.67,0.0,0.0,0.0,1.0,18.0,7.0,73.0,10.43,0
Ambry Thomas,LCB,12,17,6,23,1.92,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0
Amen Ogbongbemiga,LB,15,17,9,26,1.73,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0
Amik Robertson,CB,17,29,9,38,2.24,1.0,0.06,1.0,1.0,9.0,2.0,7.0,3.5,0
Andre Branch,LB,30,47,15,62,2.07,7.5,0.25,1.0,1.0,4.0,0.0,0.0,0.0,0
Andre Branch,LDE,13,18,6,24,1.85,4.0,0.31,2.0,1.0,4.0,0.0,0.0,0.0,0
Andre Branch,RDE,16,27,22,49,3.06,5.5,0.34,2.0,0.0,1.0,0.0,0.0,0.0,0
Andre Cisco,DB,17,19,7,26,1.53,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0
Andre Cisco,S,15,49,24,73,4.87,1.0,0.07,0.0,0.0,10.0,3.0,68.0,22.67,1
Andre Hal,DB,14,18,3,21,1.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0
Andre Hal,FS,47,106,49,155,3.3,1.0,0.02,2.0,0.0,22.0,9.0,100.0,11.11,1
Andrew Adams,DB,56,123,35,158,2.82,0.0,0.0,1.0,0.0,18.0,6.0,127.0,21.17,1
Andrew Adams,FS,14,31,15,46,3.29,0.0,0.0,0.0,0.0,5.0,1.0,19.0,19.0,0
Andrew Adams,SS,14,41,5,46,3.29,0.0,0.0,1.0,0.0,3.0,1.0,21.0,21.0,0
Andrew Billings,DT,14,18,21,39,2.79,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0
Andrew Billings,LDT,16,22,10,32,2.0,2.5,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0
Andrew Billings,NT,16,18,17,35,2.19,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0
Andrew Gachkar,LB,16,24,9,33,2.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Andrew Gachkar,LILB,15,38,11,49,3.27,1.0,0.07,0.0,1.0,1.0,0.0,0.0,0.0,0
Andrew Sendejo,DB,31,56,16,72,2.32,1.0,0.03,1.0,0.0,4.0,3.0,36.0,12.0,0
Andrew Sendejo,FS,42,132,59,191,4.55,0.0,0.0,2.0,1.0,6.0,1.0,1.0,1.0,0
Andrew Sendejo,SS,45,178,72,250,5.56,1.0,0.02,0.0,3.0,15.0,5.0,97.0,19.4,0
Andrew Van Ginkel,LB,17,24,23,47,2.76,0.5,0.03,0.0,0.0,2.0,1.0,23.0,23.0,0
Andrew Van Ginkel,LOLB,16,29,19,48,3.0,5.5,0.34,3.0,1.0,4.0,0.0,0.0,0.0,0
Andrew Van Ginkel,RLB,17,50,21,71,4.18,4.0,0.24,1.0,0.0,7.0,0.0,0.0,0.0,0
Andrew Wingard,DB,29,57,23,80,2.76,1.0,0.03,1.0,1.0,5.0,2.0,31.0,15.5,0
Andrew Wingard,S,17,27,10,37,2.18,0.0,0.0,1.0,0.0,1.0,1.0,13.0,13.0,0
Andrew Wingard,SS,15,57,31,88,5.87,1.0,0.07,0.0,0.0,1.0,1.0,23.0,23.0,0
Angelo Blackson,DT,16,18,6,24,1.5,1.0,0.06,0.0,1.0,3.0,0.0,0.0,0.0,0
Angelo Blackson,LDE,17,24,19,43,2.53,2.5,0.15,0.0,0.0,2.0,1.0,6.0,6.0,0
Angelo Blackson,NT,16,15,9,24,1.5,2.5,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0
Anthony Averett,DB,10,22,5,27,2.7,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0
Anthony Averett,LCB,14,46,8,54,3.86,0.0,0.0,0.0,0.0,11.0,3.0,21.0,7.0,0
Anthony Barr,LB,14,35,23,58,4.14,1.0,0.07,0.0,2.0,1.0,0.0,0.0,0.0,0
Anthony Barr,LLB,11,38,34,72,6.55,2.5,0.23,0.0,2.0,5.0,3.0,11.0,3.67,0
Anthony Barr,RLB,85,291,126,417,4.91,15.0,0.18,8.0,5.0,26.0,2.0,34.0,17.0,0
Anthony Brown,CB,12,33,9,42,3.5,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0
Anthony Brown,DB,15,38,6,44,2.93,2.0,0.13,1.0,0.0,8.0,1.0,1.0,1.0,0
Anthony Brown,LCB,26,79,16,95,3.65,2.0,0.08,1.0,1.0,14.0,4.0,30.0,7.5,0
Anthony Brown,RCB,32,99,27,126,3.94,0.0,0.0,2.0,0.0,25.0,4.0,45.0,11.25,1
Anthony Chickillo,LOLB,15,21,8,29,1.93,2.5,0.17,2.0,0.0,0.0,0.0,0.0,0.0,0
Anthony Harris,DB,32,46,13,59,1.84,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0
Anthony Harris,FS,44,129,107,236,5.36,0.0,0.0,0.0,1.0,21.0,7.0,44.0,6.29,1
Anthony Harris,SS,15,34,12,46,3.07,0.0,0.0,0.0,0.0,6.0,3.0,33.0,11.0,0
Anthony Hitchens,LILB,15,81,54,135,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Anthony Hitchens,LLB,29,95,71,166,5.72,2.0,0.07,1.0,0.0,2.0,0.0,0.0,0.0,0
Anthony Hitchens,MLB,59,175,134,309,5.24,3.5,0.06,2.0,0.0,6.0,1.0,0.0,0.0,0
Anthony Hitchens,RLB,16,59,16,75,4.69,0.0,0.0,0.0,0.0,4.0,1.0,8.0,8.0,0
Anthony Levine,DB,48,67,19,86,1.79,4.0,0.08,0.0,1.0,14.0,2.0,24.0,12.0,0
Anthony Nelson,OLB,17,26,20,46,2.71,5.5,0.32,3.0,1.0,0.0,0.0,0.0,0.0,0
Anthony Walker,MLB,60,287,147,434,7.23,4.5,0.08,1.0,2.0,13.0,3.0,22.0,7.33,0
Anthony Zettel,LDE,16,31,12,43,2.69,6.5,0.41,1.0,1.0,0.0,0.0,0.0,0.0,0
Antoine Bethea,DB,15,47,10,57,3.8,1.0,0.07,1.0,0.0,9.0,5.0,51.0,10.2,0
Antoine Bethea,FS,32,181,50,231,7.22,3.0,0.09,1.0,2.0,10.0,1.0,7.0,7.0,0
Antoine Bethea,SS,55,279,71,350,6.36,3.0,0.05,2.0,2.0,21.0,7.0,119.0,17.0,1
Antoine Cason,DB/LCB,14,44,14,58,4.14,0.0,0.0,4.0,2.0,6.0,2.0,81.0,40.5,0
Antoine Winfield Jr.,S,13,64,16,80,6.15,4.0,0.31,1.0,0.0,3.0,1.0,15.0,15.0,0
Antoine Winfield Jr.,SS,29,126,56,182,6.28,5.0,0.17,4.0,4.0,12.0,3.0,46.0,15.33,0
Antone Exum,FS,15,34,6,40,2.67,1.0,0.07,1.0,0.0,7.0,1.0,32.0,32.0,1
Antonio Allen,LCB,15,36,5,41,2.73,0.5,0.03,1.0,0.0,6.0,0.0,0.0,0.0,0
Antonio Allen,SS,16,42,21,63,3.94,1.0,0.06,0.0,0.0,7.0,1.0,23.0,23.0,1
Antonio Cromartie,LCB,31,61,6,67,2.16,0.0,0.0,1.0,1.0,21.0,3.0,20.0,6.67,0
Antonio Cromartie,RCB,16,44,5,49,3.06,0.0,0.0,0.0,1.0,10.0,3.0,65.0,21.67,0
Antonio Hamilton,CB,10,40,4,44,4.4,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0
Antonio Hamilton,DB,17,31,7,38,2.24,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0
Antonio Morrison,LB,16,33,19,52,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Antonio Morrison,LILB,15,64,45,109,7.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Antonio Morrison,RILB,16,27,21,48,3.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0
Antonio Smith,RDE,15,22,8,30,2.0,5.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0
Antonio Smith,RDT,16,18,2,20,1.25,3.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0
Antrel Rolle,FS,7,30,5,35,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Antrel Rolle,SS,32,151,34,185,5.78,2.0,0.06,2.0,2.0,21.0,9.0,94.0,10.44,0
Antwione Williams,LB,14,17,10,27,1.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Antwon Blake,DB,32,73,12,85,2.66,0.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,0
Antwon Blake,RCB,16,65,12,77,4.81,1.0,0.06,1.0,0.0,11.0,2.0,112.0,56.0,1
Aqib Talib,LCB,71,184,40,224,3.15,1.0,0.01,3.0,1.0,62.0,15.0,386.0,25.73,6
Aqib Talib,RCB,8,18,5,23,2.88,0.0,0.0,1.0,1.0,5.0,1.0,30.0,30.0,0
Arden Key,OLB,17,16,11,27,1.59,4.5,0.26,0.0,1.0,2.0,0.0,0.0,0.0,0
Arden Key,RDE,16,21,9,30,1.88,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0
Arik Armstead,LDE,16,29,20,49,3.06,3.5,0.22,0.0,0.0,3.0,0.0,0.0,0.0,0
Arik Armstead,LDT/LDE,17,29,34,63,3.71,6.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0
Arik Armstead,RDE,16,33,15,48,3.0,3.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0
Arik Armstead,RDE/LDE,16,32,22,54,3.38,10.0,0.62,2.0,1.0,2.0,0.0,0.0,0.0,0
Armani Watts,DB,16,15,2,17,1.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Armon Watts,DT,17,18,17,35,2.06,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0
Armon Watts,LDT,17,20,26,46,2.71,5.0,0.29,2.0,0.0,0.0,0.0,0.0,0.0,0
Armonty Bryant,DE,14,28,12,40,2.86,5.5,0.39,2.0,1.0,0.0,0.0,0.0,0.0,0
Arnold Ebiketie,OLB,16,21,9,30,1.88,2.5,0.16,2.0,0.0,2.0,0.0,0.0,0.0,0
Arthur Jones,LDE,14,28,25,53,3.79,4.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0
Arthur Maulet,CB,17,38,21,59,3.47,2.0,0.12,1.0,0.0,3.0,1.0,12.0,12.0,0
Arthur Maulet,DB,16,38,9,47,2.94,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Arthur Maulet,RCB,12,26,12,38,3.17,0.0,0.0,0.0,1.0,2.0,1.0,13.0,13.0,0
Arthur Maulet,SS,11,23,6,29,2.64,1.0,0.09,0.0,0.0,5.0,1.0,20.0,20.0,0
Arthur Moats,LOLB,16,24,11,35,2.19,4.0,0.25,0.0,2.0,2.0,0.0,0.0,0.0,0
Arthur Moats,RLB,16,30,24,54,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Arthur Moats,ROLB,16,17,6,23,1.44,4.0,0.25,2.0,1.0,0.0,0.0,0.0,0.0,0
Artie Burns,LCB,16,52,13,65,4.06,0.0,0.0,0.0,0.0,13.0,3.0,13.0,4.33,0
Artie Burns,RCB,43,83,16,99,2.3,0.0,0.0,1.0,2.0,20.0,1.0,0.0,0.0,0
Asa Jackson,LCB,7,22,6,28,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
Asante Samuel,RCB,11,29,1,30,2.73,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0
Asante Samuel Jr.,CB,17,48,9,57,3.35,0.0,0.0,0.0,1.0,11.0,2.0,11.0,5.5,0
Asante Samuel Jr.,RCB,12,33,10,43,3.58,0.0,0.0,0.0,0.0,11.0,2.0,26.0,13.0,0
Ashlee Palmer,LLB,16,24,9,33,2.06,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
Ashtyn Davis,SS,10,25,11,36,3.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
Ashtyn Davis,SS/FS,13,43,19,62,4.77,0.5,0.04,3.0,0.0,3.0,2.0,18.0,9.0,0
Aubrayo Franklin,NT,16,17,12,29,1.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Audie Cole,LB,16,22,4,26,1.62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Audie Cole,MLB,13,27,18,45,3.46,1.0,0.08,0.0,0.0,1.0,0.0,0.0,0.0,0
Austin Bryant,LOLB,14,21,10,31,2.21,4.5,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0
Austin Calitro,LB,13,30,10,40,3.08,1.0,0.08,0.0,0.0,1.0,0.0,0.0,0.0,0
Austin Calitro,RLB,16,32,13,45,2.81,0.5,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0
Austin Johnson,DL,8,16,6,22,2.75,1.0,0.12,0.0,0.0,1.0,0.0,0.0,0.0,0
Austin Johnson,RDE,17,31,41,72,4.24,3.5,0.21,0.0,1.0,1.0,0.0,0.0,0.0,0
Avery Williamson,LB/LILB,15,73,38,111,7.4,1.0,0.07,0.0,0.0,3.0,1.0,21.0,21.0,0
Avery Williamson,RILB,79,319,177,496,6.28,14.5,0.18,5.0,3.0,14.0,3.0,36.0,12.0,0
Avonte Maddox,CB,9,28,15,43,4.78,1.0,0.11,3.0,1.0,3.0,1.0,2.0,2.0,0
Avonte Maddox,LB,16,53,20,73,4.56,0.5,0.03,2.0,0.0,9.0,1.0,-1.0,-1.0,0
Avonte Maddox,LCB,22,74,13,87,3.95,1.0,0.05,1.0,0.0,13.0,0.0,8.0,inf,0
Avonte Maddox,RCB/SS,13,28,7,35,2.69,0.5,0.04,1.0,0.0,4.0,2.0,23.0,11.5,0
Azeez Al-Shaair,LB,12,20,24,44,3.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Azeez Al-Shaair,LLB,29,80,57,137,4.72,2.0,0.07,2.0,2.0,7.0,2.0,24.0,12.0,0
Azeez Ojulari,ROLB,17,29,20,49,2.88,8.0,0.47,1.0,0.0,2.0,0.0,0.0,0.0,0
B.J. Goodson,LILB,15,44,17,61,4.07,0.5,0.03,0.0,1.0,4.0,2.0,8.0,4.0,0
B.J. Goodson,MLB,21,96,48,144,6.86,0.5,0.02,1.0,1.0,8.0,2.0,7.0,3.5,0
B.J. Goodson,RILB,15,23,14,37,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
B.J. Hill,DT,48,74,76,150,3.12,9.5,0.2,1.0,3.0,5.0,0.0,0.0,0.0,0
B.J. Hill,LDE,32,47,37,84,2.62,6.5,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0
B.W. Webb,CB,14,25,3,28,2.0,0.0,0.0,0.0,0.0,11.0,1.0,7.0,7.0,0
B.W. Webb,DB,9,20,2,22,2.44,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0
B.W. Webb,LCB,31,82,14,96,3.1,1.0,0.03,1.0,0.0,13.0,2.0,1.0,0.5,0
Bacarri Rambo,DB,11,32,11,43,3.91,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0
Bacarri Rambo,FS,24,71,33,104,4.33,1.0,0.04,2.0,1.0,9.0,2.0,17.0,8.5,0
Barkevious Mingo,LB,31,52,25,77,2.48,7.5,0.24,0.0,0.0,6.0,0.0,0.0,0.0,0
Barkevious Mingo,LLB,16,37,11,48,3.0,1.0,0.06,2.0,1.0,1.0,0.0,0.0,0.0,0
Barkevious Mingo,LOLB,16,35,12,47,2.94,2.0,0.12,3.0,3.0,2.0,0.0,0.0,0.0,0
Barkevious Mingo,ROLB,15,26,16,42,2.8,2.0,0.13,0.0,1.0,3.0,0.0,0.0,0.0,0
Baron Browning,LILB,14,32,26,58,4.14,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
Barry Church,FS,32,165,44,209,6.53,1.5,0.05,3.0,1.0,14.0,5.0,51.0,10.2,1
Barry Church,SS,54,248,89,337,6.24,1.0,0.02,4.0,1.0,12.0,5.0,74.0,14.8,0
Barry Cofield,NT,16,17,15,32,2.0,2.5,0.16,0.0,1.0,1.0,0.0,0.0,0.0,0
Bashaud Breeland,LCB,76,252,66,318,4.18,1.0,0.01,7.0,4.0,68.0,10.0,188.0,18.8,1
Bashaud Breeland,RCB,31,93,28,121,3.9,0.0,0.0,3.0,2.0,18.0,6.0,103.0,17.17,1
Beau Allen,DT,32,33,24,57,1.78,0.5,0.02,0.0,1.0,2.0,0.0,0.0,0.0,0
Ben Gedeon,LLB,31,52,38,90,2.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
Ben Heeney,LB,15,31,7,38,2.53,2.5,0.17,1.0,0.0,1.0,0.0,0.0,0.0,0
Ben Niemann,LB,65,141,86,227,3.49,2.0,0.03,1.0,6.0,3.0,0.0,0.0,0.0,0
Benardrick McKinney,LB,15,36,30,66,4.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Benardrick McKinney,LILB,46,179,122,301,6.54,5.5,0.12,3.0,2.0,11.0,1.0,0.0,0.0,0
Benardrick McKinney,RILB,30,116,76,192,6.4,6.0,0.2,1.0,0.0,2.0,0.0,0.0,0.0,0
Bene Benwikere,DB,13,44,15,59,4.54,1.0,0.08,1.0,1.0,9.0,0.0,0.0,0.0,0
Bene Benwikere,DB/RCB,15,41,13,54,3.6,0.5,0.03,1.0,0.0,4.0,1.0,21.0,21.0,0
Bene Benwikere,LCB,10,24,9,33,3.3,0.0,0.0,1.0,2.0,7.0,1.0,0.0,0.0,0
Benjamin St-Juste,CB,12,34,8,42,3.5,2.0,0.17,1.0,0.0,7.0,0.0,0.0,0.0,0
